@relation 'flchain'
@attribute 'age' numeric
@attribute 'sex' {'F','M'}
@attribute 'sample.yr' numeric
@attribute 'kappa' numeric
@attribute 'lambda' numeric
@attribute 'flc.grp' {'1','10','2','3','4','5','6','7','8','9'}
@attribute 'mgus' {'0','1'}
@attribute 'time' numeric
@attribute 'status' numeric
@data
50,"M",1998,0.948,1.09,"2","0",4130,0
66,"M",1997,1.51,1.93,"8","0",4312,0
76,"F",1996,2.37,2.12,"9","0",4395,1
55,"F",1996,1.32,1.71,"6","0",4816,0
53,"M",1997,0.859,0.387,"1","1",4267,0
75,"F",1996,1.15,1.37,"4","0",3069,1
53,"F",1999,0.861,1.23,"3","0",3728,0
51,"M",1996,0.976,1.88,"6","0",4794,0
63,"F",1995,1.18,1.89,"7","0",4969,0
73,"M",1996,1.45,1.38,"6","0",4677,1
58,"M",1997,1.36,1.47,"6","0",4486,0
75,"F",1996,0.92,1.32,"3","0",4641,0
56,"F",1996,1.32,1.01,"3","0",4578,0
60,"F",1999,1.78,1.95,"8","0",3793,0
63,"F",1996,1.33,1.4,"5","0",4808,0
55,"F",2001,1.05,0.719,"2","0",2855,0
66,"M",1995,1.35,1.41,"5","0",4960,0
70,"M",1996,0.848,1.24,"3","0",1108,1
59,"F",1996,0.923,1.5,"4","0",4787,0
55,"F",1996,0.62,1.15,"2","0",4852,0
70,"F",1996,1.39,1.95,"7","0",4824,0
64,"M",1998,1.54,1.69,"7","0",4065,0
54,"M",1998,0.836,1.66,"4","0",3959,0
82,"M",1996,1.71,1.2,"6","0",1577,1
61,"M",1996,2.03,2.56,"9","0",4731,0
51,"F",1996,0.98,1.62,"5","0",4919,0
50,"M",2000,4.61,6.93,"10","0",3460,0
75,"M",1996,1.15,0.237,"1","1",4611,1
54,"F",1995,0.79,1.46,"3","0",5013,0
54,"M",1996,1.29,1.07,"4","0",4925,0
82,"F",1996,3.06,2.25,"10","0",420,1
62,"F",1997,1.41,1.24,"5","0",4438,0
60,"M",1995,1.31,1.88,"7","0",4983,0
72,"F",1996,0.32,0.56,"1","0",4858,0
77,"F",1997,1.77,1.55,"7","0",3155,1
86,"F",1996,1.66,1.33,"6","0",4624,0
54,"F",1996,0.724,1.13,"2","0",4715,0
56,"F",1997,0.926,1.14,"2","0",4305,0
53,"F",1995,1,1.49,"4","0",3555,0
79,"F",1997,2.05,2.57,"9","0",4481,0
55,"F",1996,1.08,1.08,"3","0",3426,0
69,"M",2003,1.98,1.37,"7","0",1883,0
62,"F",1996,0.41,0.54,"1","0",4862,0
67,"M",1997,1.27,1.48,"5","0",4457,0
54,"F",1996,1.47,2.05,"8","0",4799,0
56,"F",1996,1,1.45,"4","0",4809,0
61,"M",1999,0.642,1.67,"3","0",3666,0
53,"F",2000,1.44,1.42,"6","0",3281,0
61,"M",1997,1.69,1.69,"8","0",4526,0
70,"F",1996,1.42,2.56,"9","0",4859,0
78,"F",1997,0.709,1.41,"3","0",814,1
63,"M",1997,1.64,3.03,"9","0",4324,0
67,"F",1995,1.69,1.52,"7","0",4962,0
76,"F",1997,2.79,2.16,"10","0",3433,1
53,"F",1995,0.92,1.28,"3","0",4940,0
80,"F",2000,2.39,2.92,"10","0",310,1
50,"M",2000,1.74,1.44,"7","0",2835,0
70,"F",2001,2.58,2.65,"10","0",1529,1
62,"F",1995,1.9,1.46,"7","0",4997,0
82,"F",1997,2.47,2.67,"10","0",597,1
57,"F",1998,1.42,1.48,"6","0",3991,0
72,"M",1996,1.96,2.21,"9","0",4661,0
60,"F",1995,1.33,1.18,"4","0",5004,0
51,"F",1995,1.15,1.48,"5","0",4989,0
58,"F",2003,1.41,1.95,"7","0",2232,0
62,"F",1995,1.17,1.4,"5","0",5102,0
82,"M",1997,3.97,5.42,"10","0",271,1
54,"F",1996,1.32,1.68,"6","0",4614,0
50,"M",1996,0.94,1.04,"2","0",4618,0
59,"F",1996,1.05,1.85,"6","0",4732,0
54,"F",1996,0.68,1.22,"2","0",4688,0
54,"F",1999,1.31,1.18,"4","0",3498,0
53,"F",1996,0.88,0.61,"1","0",4898,0
81,"M",1998,4.77,4.46,"10","0",975,1
63,"F",1997,0.38,1.11,"1","0",4523,0
79,"M",1995,1.2,0.91,"3","0",3061,1
58,"F",1995,0.86,1.37,"3","0",4989,0
72,"F",2000,1.22,1.28,"4","0",3336,0
76,"F",1996,1.38,1.27,"5","0",4920,0
70,"M",1996,0.62,1.72,"4","0",2781,1
51,"M",1999,1.52,2.34,"9","0",61,1
73,"F",1996,1.29,1.63,"6","0",4766,0
58,"M",1998,1.05,0.323,"1","1",4141,0
82,"F",1996,1.66,1.66,"7","0",3891,1
68,"M",1998,2.31,2.62,"10","0",2609,1
52,"M",1997,1.54,1.72,"7","0",4561,0
69,"M",2000,1.66,2,"8","0",3277,0
78,"F",1995,1.16,1.63,"5","0",20,1
52,"M",2001,1.14,1.32,"4","0",3023,0
68,"M",2000,1.24,1.76,"6","0",3350,0
64,"F",1996,0.98,1.28,"3","0",4824,0
62,"F",1995,1.06,1.47,"4","0",5047,0
60,"F",1996,1.36,1.91,"7","0",4787,0
53,"M",1995,1.14,1.81,"6","0",4932,0
67,"F",1996,0.4,1.07,"1","0",4871,0
60,"F",1997,0.613,0.9,"1","0",3,0
56,"F",1996,1.04,1.31,"4","0",4656,0
73,"F",1995,2.25,3.43,"10","0",49,1
72,"M",1996,1.97,1.84,"8","0",4626,0
58,"F",1996,0.322,1.12,"1","0",1,0
66,"M",1997,2.64,2.61,"10","0",1880,1
82,"F",1997,1.67,1.17,"6","0",2810,1
54,"F",2001,1.47,1.31,"5","0",2822,0
69,"F",2001,1.92,2.53,"9","0",2859,0
72,"M",1995,1.44,1.81,"7","0",4950,0
73,"M",1996,1.83,1.63,"8","0",2586,1
70,"M",1995,1.42,1.12,"4","0",3546,1
55,"F",1996,1.9,1.6,"8","0",4745,0
75,"F",1996,4.11,4.51,"10","0",1489,1
55,"F",1998,1.02,1.3,"3","0",4130,0
61,"F",2001,1.76,1.65,"8","0",3010,0
70,"F",1996,1.37,1.84,"7","0",4607,0
58,"M",1995,2.04,2.34,"9","0",4992,0
79,"F",1996,1.68,1.83,"8","0",247,1
67,"M",1996,1.24,1.04,"3","0",4904,0
53,"M",1996,1.41,1.28,"5","0",4575,0
69,"F",1996,1.09,1.59,"5","0",4915,0
78,"F",2000,2.11,1.7,"8","0",59,1
61,"F",1996,1.14,1.76,"6","0",4810,0
60,"F",1996,0.82,1.55,"4","0",4922,0
51,"M",2003,1.1,1.62,"5","0",2329,0
56,"M",1998,1.19,1.46,"5","0",3924,0
69,"M",1997,1.49,1.59,"7","0",4131,0
72,"M",1998,2.14,1.93,"9","0",639,1
51,"M",1996,0.792,1.23,"2","0",4128,0
75,"M",1997,0.915,1.26,"3","0",2954,1
51,"M",1996,2.19,2.68,"10","0",2972,1
70,"F",1996,0.49,1.48,"2","0",4883,0
59,"F",1995,0.6,1.23,"2","0",4991,0
57,"F",2001,0.8,1.24,"2","0",3101,0
56,"F",1999,1.66,1.95,"8","0",3506,0
69,"F",2000,1.07,1.29,"4","0",2806,1
88,"M",1996,1.97,1.89,"9","0",3068,1
70,"M",1996,1.04,2.32,"7","0",268,1
64,"M",1996,1.05,1.09,"3","0",4653,0
57,"M",1996,1.07,1.23,"3","0",4675,0
55,"F",1997,0.105,0.339,"1","0",4306,0
70,"M",2001,1.57,2.1,"8","0",2780,0
57,"F",2001,1.69,2.17,"9","0",3004,0
72,"F",1997,1.38,1.47,"6","0",4281,0
54,"F",1999,1.08,1.32,"4","0",3735,0
76,"M",1996,2.59,2.87,"10","0",95,1
56,"M",1997,1.44,2.52,"9","0",4316,0
70,"M",1996,0.722,0.973,"1","0",4682,0
81,"F",1997,1.43,1.33,"5","0",4134,1
55,"M",1997,2.57,1.92,"9","0",4499,0
63,"M",1997,2.02,1.58,"8","0",4498,0
74,"M",1996,1.33,1.38,"5","0",4610,0
62,"M",2001,1.09,1.35,"4","0",2770,0
82,"F",1995,0.96,1.37,"3","0",549,1
69,"M",1995,0.5,1.01,"1","0",3871,1
77,"F",1996,0.84,1.12,"2","0",2366,1
67,"M",1997,1.25,1.21,"4","0",4208,0
63,"M",1996,2.65,4.29,"10","0",4898,0
53,"M",2000,1.5,1.64,"7","0",3401,0
66,"M",1996,1.02,1.95,"6","0",4768,0
79,"F",1996,1.78,2.48,"9","0",50,1
54,"M",1996,2.55,1.63,"9","0",4667,0
70,"F",1996,1.19,1.43,"5","0",4926,0
89,"F",1996,0.997,1.99,"6","1",1220,1
51,"F",1997,0.704,0.436,"1","0",4400,0
57,"F",1998,1.69,3,"9","0",3926,0
67,"F",1996,1.85,1.44,"7","0",4242,1
52,"M",1999,1.3,0.868,"3","0",3533,0
73,"M",1995,1.93,1.83,"8","0",4950,0
53,"F",2003,1.09,1.41,"4","0",2310,0
52,"M",1997,0.787,0.462,"1","1",4305,0
52,"F",1996,1.6,1.68,"7","0",4841,0
66,"M",1999,1.29,1.16,"4","0",3471,0
91,"F",1997,2.74,3.41,"10","0",704,1
54,"F",1996,0.924,1.16,"3","0",4655,0
52,"F",1996,1.42,1.69,"7","0",4754,0
50,"F",1999,0.82,0.99,"2","0",3785,0
70,"M",1995,1.57,1.69,"7","0",4954,0
69,"M",1999,1.2,1.81,"6","0",3707,0
72,"F",1996,1.24,1.79,"6","0",4831,0
50,"F",1997,0.985,0.853,"2","0",4221,0
54,"M",1997,2.11,1.72,"8","0",4213,0
82,"M",1996,1.49,2.88,"9","0",2419,1
72,"M",1996,1.38,0.97,"4","0",1326,1
71,"M",1995,1.21,1.53,"5","0",4376,1
58,"F",2002,1.51,1.55,"6","0",2489,0
56,"M",1996,0.5,0.82,"1","0",4740,0
51,"F",1996,0.882,1.26,"3","0",4602,0
55,"M",1997,1.95,1.46,"8","0",4227,0
55,"M",1996,0.91,1.15,"2","0",4906,0
64,"M",2000,1.38,1.23,"5","0",3288,0
73,"F",1996,1.5,2.73,"9","0",4649,0
73,"M",1996,1.93,1.86,"8","0",4781,1
56,"F",1997,0.948,0.996,"2","0",4444,0
51,"F",1997,0.957,1.66,"5","0",4299,0
86,"F",1996,1.11,1.68,"5","0",2575,1
80,"M",1997,1.28,1.77,"6","0",3336,1
55,"F",1996,0.314,1.01,"1","0",399,0
76,"F",1996,0.65,1.17,"2","0",4913,0
57,"M",1999,0.725,0.366,"1","1",3675,0
50,"M",1995,1.28,1.94,"7","0",5004,0
58,"F",2003,2.19,2.15,"9","0",1235,0
57,"M",1995,0.89,0.99,"2","0",2288,1
52,"M",1999,1.63,1.62,"7","0",2751,0
69,"F",1996,0.378,1.16,"1","0",4674,0
60,"F",1996,1.81,2.52,"9","0",4747,0
71,"F",1995,8.05,9.11,"10","0",4119,1
65,"F",1996,1.2,1.19,"4","0",4927,0
58,"F",1996,1.11,0.983,"3","0",4751,0
67,"F",1996,1.57,1.35,"6","0",2819,1
72,"F",1997,1.6,1.49,"7","0",3849,0
63,"F",1996,0.937,1.62,"5","0",3899,1
61,"M",1998,0.723,1.44,"3","0",2154,1
51,"M",1998,1.42,1.3,"5","0",4027,0
65,"M",1996,0.5,0.99,"1","0",4871,0
51,"M",1997,1.13,1.23,"4","0",4505,0
52,"M",1996,1.52,1.43,"6","0",4585,0
68,"M",2001,1.48,1.51,"6","0",2898,0
62,"F",1996,1.01,1.75,"5","0",4717,0
79,"M",1997,1.83,1.54,"7","0",4429,0
94,"F",1996,1.01,1,"2","0",1079,1
63,"F",1996,1.52,1.31,"6","0",4877,0
55,"F",1997,0.94,2.59,"8","0",4528,0
52,"F",1995,1.15,1.36,"4","0",4999,0
58,"F",2000,1.79,1.31,"7","0",3220,0
58,"F",1997,0.921,1.32,"3","0",4035,0
80,"F",1997,2,2.61,"9","0",2930,1
62,"M",1996,1.09,1.42,"4","0",1064,1
54,"F",1996,1.75,1.64,"8","0",4899,0
81,"F",1996,1.86,2.38,"9","0",2642,1
76,"F",1998,1.12,1.5,"5","0",3868,0
51,"F",1996,3.07,3.24,"10","0",886,1
71,"F",1996,1.28,1.9,"7","0",4582,0
54,"M",2000,1.41,2.06,"8","0",3135,0
85,"F",1996,3.8,5.13,"10","0",2490,1
69,"F",1995,1.75,1.44,"7","0",4941,0
62,"M",1998,3.26,2.9,"10","0",4004,0
50,"M",1997,1.41,1.04,"4","0",4451,0
97,"F",1996,3.07,2.85,"10","0",322,1
63,"F",1996,1.42,1.36,"5","0",1872,1
53,"M",1997,1.93,2.36,"9","0",4476,0
67,"M",1998,1.6,1.68,"7","0",3959,0
59,"F",1999,1.21,1.75,"6","0",3573,0
58,"F",1995,1.17,0.86,"2","0",4950,0
52,"M",1997,2.19,2.14,"9","0",3897,0
65,"F",1995,0.1,0.68,"1","1",4939,0
54,"M",1996,0.9,1.08,"2","0",4842,0
55,"F",1996,1.15,0.337,"1","1",4578,0
71,"M",1996,2.09,2.8,"10","0",1510,1
74,"M",1996,6.55,6.57,"10","0",57,1
73,"M",1996,0.639,0.964,"1","0",4642,0
52,"F",1996,1.15,1.13,"3","0",4676,0
58,"F",1996,0.43,1.03,"1","0",4927,0
66,"M",1996,1.46,1.28,"5","0",4753,0
57,"F",1997,1.26,1.56,"6","0",2791,0
61,"M",1996,1.41,1.41,"6","0",4787,0
50,"F",1997,0.89,1.7,"5","0",4395,0
76,"F",1996,1.67,1.51,"7","0",2942,1
61,"M",1996,1.76,1.32,"7","0",3834,1
79,"F",1995,1.77,1.91,"8","0",1964,1
53,"M",1995,0.6,0.79,"1","0",4747,0
58,"M",1997,1.17,1.54,"5","0",4340,0
71,"F",1996,0.74,1.72,"4","0",4892,0
54,"M",1996,1.15,1.37,"4","0",4841,0
83,"M",1996,2.58,2.99,"10","0",282,1
67,"F",1996,2.44,3.19,"10","0",4477,1
50,"F",1997,1.16,1.39,"4","0",4437,0
66,"F",1996,1.21,1.22,"4","0",4585,0
80,"F",1995,1.35,1.8,"7","0",390,1
57,"M",2001,1.16,1.66,"6","0",3085,0
64,"M",1999,1.14,0.849,"2","0",3547,0
53,"F",1999,0.91,1.27,"3","0",3556,0
54,"M",2003,2.62,2.64,"10","0",2309,0
77,"F",1996,1.29,1.25,"4","0",4785,0
52,"M",1997,0.836,1.01,"2","0",4228,0
77,"F",1995,0.89,1.53,"4","0",326,1
69,"M",1996,6,4.7,"10","0",935,1
62,"M",1996,0.58,1.02,"1","0",4722,0
57,"F",1997,1.19,1.05,"3","0",989,1
88,"F",1996,2.8,2.14,"10","0",1978,1
50,"F",2001,1.65,1.33,"6","0",2989,0
51,"F",1997,1.18,1.48,"5","0",4478,0
51,"F",1996,1.88,3.34,"10","0",4806,0
80,"M",1996,0.963,1.31,"3","0",2208,1
63,"F",1995,1.91,2.09,"9","0",4990,0
85,"M",1996,2.5,2.75,"10","0",2250,1
79,"F",1996,2.58,2.43,"10","0",3488,0
52,"M",2002,1.19,1.19,"4","0",2507,0
84,"F",1996,3.54,3.74,"10","0",1053,1
76,"F",1997,1.1,1.4,"4","0",4436,0
69,"F",1996,1.27,1.45,"5","0",4844,0
67,"F",1996,1.28,1.52,"5","0",4787,0
52,"M",1998,1.1,1.34,"4","0",4080,0
51,"F",1996,0.632,0.715,"1","0",4765,0
76,"M",1995,1.38,1.99,"7","0",4136,1
56,"F",1996,1.14,1.06,"3","0",4575,0
65,"F",1996,1.41,1.74,"7","0",4914,0
74,"M",1997,2.15,1.97,"9","0",4499,0
81,"F",1996,1.58,2.01,"8","0",3932,1
69,"F",1996,2.22,2.41,"9","0",4786,0
59,"M",1995,1.31,2.06,"7","0",5026,0
70,"M",1996,1.44,2.06,"8","0",2721,1
54,"M",1997,0.935,1.01,"2","0",4369,0
55,"F",1996,0.79,1.17,"2","0",4803,0
56,"F",1996,0.372,1.46,"2","1",4703,0
54,"M",1996,1.2,1.9,"7","0",4578,0
58,"F",1997,1.29,1.6,"6","0",4460,0
55,"M",1997,2.13,2.12,"9","0",4424,0
50,"F",1995,1.67,2.18,"8","0",4947,0
80,"M",1996,1.32,1.57,"6","0",1505,1
53,"F",1997,0.609,1.04,"1","0",4487,0
70,"F",1996,1.86,2.16,"9","0",1634,1
58,"M",1996,1.14,1.44,"5","0",4815,0
54,"F",1997,0.99,1.45,"4","0",4522,0
50,"M",1996,0.62,0.67,"1","0",4766,0
77,"F",1997,0.881,1.16,"2","0",958,1
65,"F",1996,1.01,1.46,"4","0",4676,0
51,"F",1997,1.06,1.19,"3","0",4444,0
59,"M",2001,2.69,1.89,"9","0",3078,0
70,"F",1996,1.66,2.19,"8","0",3259,1
55,"M",1996,0.93,1.06,"2","0",4609,0
73,"M",1996,1.03,1.58,"5","0",2071,1
56,"M",1997,0.921,1.08,"2","0",4501,0
58,"F",1995,1.17,1.47,"5","0",4989,0
57,"F",1997,1.22,1.39,"5","0",4365,0
90,"F",1997,1.29,2.23,"8","0",262,1
54,"F",1996,0.58,1.27,"2","0",2588,0
52,"M",1995,1.1,1.55,"5","0",4946,0
71,"M",1996,1.76,2.13,"9","0",3418,1
80,"F",1998,3.57,2.41,"10","0",2642,1
68,"M",1995,2.27,2.85,"10","0",3104,1
63,"F",1996,1.68,1.71,"8","0",4596,0
71,"F",1997,2.09,2.05,"9","0",4249,0
52,"M",2003,2.36,1.71,"9","0",2289,0
63,"F",1996,1.17,1.23,"4","0",4697,0
56,"F",1996,0.41,1.14,"1","0",4865,0
81,"F",1997,1.28,2.34,"8","0",1885,1
75,"F",1997,0.9,1.38,"3","0",4346,0
54,"F",1996,1.58,2.07,"8","0",4656,0
56,"M",1995,1.09,1.43,"4","0",4983,0
92,"F",1998,1.56,1.51,"7","0",1298,1
75,"F",1997,1.33,1.16,"4","0",2985,1
60,"M",1999,0.919,1.15,"2","0",3711,0
53,"F",1996,1.53,1.27,"5","0",4697,0
69,"M",1995,1.26,1.33,"5","0",4977,0
76,"M",2002,2.87,3.04,"10","0",2505,0
62,"F",1997,1.37,0.912,"3","0",4257,0
57,"F",1995,0.71,1.43,"3","0",4804,0
70,"M",1995,0.35,0.74,"1","0",5040,0
56,"F",1996,1.01,1.17,"3","0",4915,0
94,"F",1997,2.31,2.08,"9","0",71,1
66,"F",1995,1.17,1.11,"3","0",4949,0
52,"M",1998,1.16,1.36,"4","0",3849,0
54,"M",1997,0.764,1.52,"3","0",4526,0
56,"M",1998,0.756,1.26,"2","0",3620,0
52,"F",1996,1.16,1.91,"7","0",4883,0
74,"F",1996,1.76,2.69,"9","0",4533,0
63,"F",1997,0.968,0.931,"2","0",4262,0
53,"M",1997,0.905,1.42,"3","0",4492,0
60,"F",1997,2.56,1.83,"9","0",4520,0
79,"M",1996,2.59,2.05,"9","0",1225,1
60,"F",1996,0.7,0.54,"1","0",4821,0
91,"M",1996,1.88,1.35,"7","0",2887,1
75,"M",1996,2.48,2.3,"10","0",4626,0
75,"M",1997,2.16,2.12,"9","0",2383,1
64,"F",1997,1.84,2.28,"9","0",4551,0
67,"M",1996,1.67,2.15,"8","0",4891,0
59,"M",1997,1.37,1.61,"6","0",4544,0
68,"M",1996,0.69,1.11,"2","0",4814,0
65,"F",1996,0.55,1.49,"2","0",4725,0
55,"F",1997,0.97,1.6,"5","0",4487,0
66,"M",1998,1.77,1.35,"7","0",4177,0
67,"F",1996,1.22,2.63,"8","0",4821,0
82,"M",1996,3.1,2.31,"10","0",1987,1
82,"F",1997,1.49,1.45,"6","0",1501,1
80,"F",1995,1.51,1.68,"7","0",3812,1
79,"F",1997,1.37,1.43,"5","0",3542,0
55,"F",1998,0.992,3.26,"9","0",3531,1
75,"M",1996,1.62,2.49,"9","0",3934,1
78,"M",1995,1.37,1.19,"5","0",1817,1
57,"F",1995,0.9,1.34,"3","0",5003,0
53,"F",1996,0.992,1.07,"2","0",4661,0
51,"M",1997,0.999,1.18,"3","0",4549,0
71,"M",2002,1.52,1.69,"7","0",2549,0
60,"M",1996,1.31,1.95,"7","0",4758,0
71,"F",1998,1.38,1.6,"6","0",4053,0
53,"M",1998,0.552,0.92,"1","0",4008,0
71,"M",1996,1.96,2.59,"9","0",4639,0
73,"F",1997,1.74,1.42,"7","0",4515,0
58,"F",1996,1.55,1.26,"6","0",4576,0
63,"M",1996,1.09,1.4,"4","0",4886,0
74,"M",1996,1.05,1.5,"4","0",4433,0
76,"F",1996,1.37,1.72,"7","0",4786,1
59,"M",1996,0.6,0.76,"1","0",4198,0
71,"M",1996,1.47,1.61,"7","0",4582,0
74,"F",1996,0.98,1.81,"5","0",4858,0
59,"M",1999,1.31,1.6,"6","0",3823,0
56,"M",1997,1.33,0.989,"3","0",1194,1
60,"M",1999,2.08,2.78,"10","0",2977,1
82,"M",1996,3.66,2.54,"10","0",73,1
52,"M",1996,1.78,1.71,"8","0",4633,0
62,"M",1997,1.14,1.14,"3","0",4528,0
50,"M",1998,1.63,1.64,"7","0",3451,0
76,"F",1996,2.41,2.32,"10","0",4723,0
67,"M",1996,1.52,1.65,"7","0",4915,0
71,"F",1996,1.38,2.04,"8","0",4757,1
62,"M",1996,1.88,1.52,"8","0",4709,0
76,"F",1996,0.637,0.911,"1","0",4732,0
73,"F",1998,2.64,2.3,"10","0",4023,0
69,"F",1997,0.977,1.89,"6","0",4391,0
68,"M",1995,1.92,1.86,"8","0",4956,0
65,"M",1995,0.38,1.35,"1","0",4971,0
68,"F",1996,0.31,0.87,"1","0",4859,0
63,"M",2001,1.97,1.26,"7","0",300,0
52,"F",2003,1.31,1.6,"6","0",2210,0
59,"M",1997,1.14,1.4,"4","0",4549,0
55,"M",1996,0.78,0.93,"1","0",4814,0
84,"M",1996,2.46,3.53,"10","0",3421,1
68,"F",1999,1.05,0.639,"1","0",3653,0
74,"M",1996,1.69,2.27,"9","0",1045,1
62,"M",1996,1.41,1.51,"6","0",4911,0
60,"M",1996,0.83,1.18,"2","0",4799,0
68,"M",1996,1.09,2.26,"7","0",1093,1
75,"M",1995,2.06,2.48,"9","0",2148,1
55,"M",1996,1.18,1.18,"4","0",3877,0
53,"M",1996,1.23,1.723,"6","0",4633,0
53,"F",1997,0.929,1.3,"3","0",4534,0
55,"F",1999,0.698,1.2,"2","0",3704,0
51,"F",1997,0.999,1.27,"3","0",4436,0
71,"F",1996,1.99,1.72,"8","0",4866,0
61,"F",1998,1.63,1.44,"7","0",4099,0
76,"M",1996,1.63,1.68,"7","0",3469,1
71,"F",1996,0.796,1.34,"3","0",4710,0
55,"M",1996,1.44,1.56,"6","0",4912,0
63,"F",1996,1.01,1.88,"6","0",4802,0
65,"M",1996,2.19,1.99,"9","0",2253,0
83,"F",1996,5.57,3.99,"10","0",4239,1
76,"F",1996,1.94,2.01,"9","0",1255,1
66,"F",1996,1.58,1.78,"7","0",4810,0
63,"M",1998,1.42,1.1,"4","0",4156,0
80,"F",1996,1.29,2.05,"7","0",1615,1
60,"M",1996,1.07,0.95,"2","0",4926,0
88,"F",1998,1.32,1.7,"6","0",1539,1
74,"F",1996,2.09,2.53,"9","0",1248,1
56,"F",1996,1.12,1.39,"4","0",4641,0
73,"M",1996,0.66,1.23,"2","0",4765,0
56,"F",1996,0.955,1.05,"2","0",4605,0
57,"M",1997,2.73,1.9,"9","0",3544,1
70,"F",1996,1.79,1.54,"7","0",4656,0
65,"M",1996,1.13,1.27,"4","0",4314,1
73,"F",1996,0.75,0.54,"1","0",4842,0
69,"F",1996,0.83,2.15,"6","0",4716,0
61,"M",1997,1.24,2.1,"7","0",3863,1
51,"F",1998,1.31,1.27,"5","0",4177,0
61,"F",1995,0.36,1.12,"1","0",2041,1
68,"M",1995,0.78,1.21,"2","0",3533,1
74,"F",1997,1.75,1.74,"8","0",4143,1
52,"M",1995,0.54,1.29,"2","0",4984,0
74,"F",1996,1.01,2.01,"6","0",2244,1
63,"F",2003,1.06,1.57,"5","0",2195,0
80,"M",1995,0.69,1.63,"3","0",114,1
61,"F",1996,0.67,1.55,"3","0",4893,0
76,"F",1996,1.12,1.47,"5","0",2295,1
53,"F",1999,1.36,1.59,"6","0",3639,0
56,"M",1998,2.47,1.63,"9","0",4115,0
59,"F",1997,0.347,1.73,"2","1",4484,0
87,"F",1998,4.43,3.06,"10","0",3672,1
56,"M",1997,1.39,1.4,"5","0",4262,0
57,"M",1997,1.3,1.68,"6","0",4526,0
51,"M",1996,1.35,2.21,"8","0",4893,0
74,"M",1997,0.71,0.936,"1","0",4253,0
57,"M",1995,0.61,1.2,"2","0",4950,0
71,"F",1997,2.19,2.23,"9","0",4498,0
83,"F",1996,2.05,1.77,"8","0",4089,1
83,"F",1996,2.74,2.01,"10","0",430,1
67,"M",1998,1.34,1.45,"5","0",4004,0
60,"F",1996,1.09,1.57,"5","0",4921,0
57,"M",1997,1.27,1.45,"5","0",4355,0
76,"F",1995,0.95,1.23,"3","0",4990,0
52,"F",1996,2.04,2.37,"9","0",4750,0
57,"M",1998,0.302,0.388,"1","0",4185,0
90,"F",1998,3.09,2.89,"10","0",3230,1
58,"M",1995,0.77,1.06,"2","0",4939,0
52,"F",1997,0.842,1.38,"3","0",4269,0
51,"M",1997,1.55,1.16,"5","0",4530,0
89,"F",1997,1.61,1.99,"8","0",2979,1
62,"F",1997,0.79,1.46,"3","0",4257,0
67,"M",1997,2.13,2,"9","0",388,1
53,"F",1996,1.25,1.46,"5","0",4618,0
82,"F",1996,0.4,1.2,"1","0",1567,0
57,"M",1995,0.78,1.5,"3","0",4948,0
70,"M",1995,1.23,1.64,"6","0",4922,1
86,"M",1995,1.42,1.53,"6","0",1598,1
68,"M",1997,1.05,1.34,"4","0",4460,0
96,"F",1997,3.35,2.34,"10","0",23,1
56,"F",1995,0.98,1.07,"2","0",2994,0
76,"F",1996,0.992,1.11,"3","0",4655,0
71,"M",1998,1.85,1.52,"7","0",2213,1
51,"F",1995,1.96,2.08,"9","0",4974,0
51,"F",1996,0.91,0.94,"2","0",4859,0
54,"M",1998,1.28,1.73,"6","0",3945,0
52,"M",2001,1.62,1.06,"5","0",3087,0
50,"M",1997,1.06,1.78,"6","0",4485,0
55,"F",1997,0.989,0.922,"2","0",3957,0
52,"M",1996,0.59,0.49,"1","0",4822,0
70,"F",1998,1.96,2.19,"9","0",4050,0
58,"F",1995,0.31,1.03,"1","0",4998,1
64,"F",1995,2.29,2.21,"9","0",4971,0
58,"M",1997,1.1,1.46,"5","0",4235,0
67,"F",1997,0.969,1.16,"3","0",4543,0
52,"M",2003,1.98,2.15,"9","0",2314,0
59,"M",1996,1.61,2.7,"9","0",4852,0
74,"F",1998,2.54,1.74,"9","0",3015,1
65,"M",1998,2.23,2.4,"9","0",4088,1
80,"F",1996,0.817,1.13,"2","0",3586,1
85,"M",1996,2.54,3.66,"10","0",23,1
77,"M",1995,1.69,2.36,"9","0",2680,1
61,"M",1998,20.5,16.7,"10","0",3856,0
58,"F",1997,0.924,1.04,"2","0",4397,0
59,"M",2001,1.17,1.38,"4","0",3008,0
82,"M",1996,1.61,1.73,"7","0",1473,1
55,"F",1998,1.86,1.79,"8","0",3981,0
69,"F",1999,1.5,1.51,"6","0",3780,0
59,"M",1996,1.16,1.31,"4","0",4711,0
66,"F",1996,1.38,2.04,"8","0",4779,0
57,"M",1996,0.54,0.6,"1","0",4897,0
60,"M",1998,1.5,1.72,"7","0",4061,0
67,"F",1996,0.639,1.09,"1","0",4687,0
57,"M",1999,1.2,1.06,"3","0",3709,0
63,"M",1996,1.24,1.38,"5","0",4007,0
62,"F",1996,1.05,1.13,"3","0",4719,0
73,"F",1995,1.64,1.12,"5","0",4953,0
72,"F",1997,3.05,3.07,"10","0",2099,0
67,"M",1996,1.4,1.35,"5","0",4687,0
82,"F",1998,2.52,2.12,"9","0",3922,0
54,"M",1997,1.81,2.64,"9","0",4343,0
72,"M",1996,1.46,1.64,"7","0",4666,0
72,"M",1995,1.14,1.1,"3","0",4975,0
